district,year,no,HDI,GI_status,GI_year
Empat Lawang,2019,109,65.09999847,1,2017
Empat Lawang,2020,109,65.25,1,2017
Empat Lawang,2021,109,65.38999939,1,2017
Empat Lawang,2022,109,66,1,2017
Empat Lawang,2023,109,66.68000031,1,2017
Penukal Abab Lematang Ilir,2010,110,,0,
Penukal Abab Lematang Ilir,2011,110,,0,
Penukal Abab Lematang Ilir,2012,110,,0,
Penukal Abab Lematang Ilir,2013,110,59.69,0,
Penukal Abab Lematang Ilir,2014,110,59.88999939,0,
Penukal Abab Lematang Ilir,2015,110,60.83000183,0,
Penukal Abab Lematang Ilir,2016,110,61.65999985,0,
Penukal Abab Lematang Ilir,2017,110,62.58000183,0,
Penukal Abab Lematang Ilir,2018,110,63.49000168,0,
Penukal Abab Lematang Ilir,2019,110,64.33000183,0,
Penukal Abab Lematang Ilir,2020,110,64.69999695,0,
Penukal Abab Lematang Ilir,2021,110,64.87999725,0,
Penukal Abab Lematang Ilir,2022,110,65.75,0,
Penukal Abab Lematang Ilir,2023,110,66.63999939,0,
Musi Rawas Utara,2010,111,,0,
Musi Rawas Utara,2011,111,,0,
Musi Rawas Utara,2012,111,,0,
Musi Rawas Utara,2013,111,60.56,0,
Musi Rawas Utara,2014,111,61.34000015,0,
Musi Rawas Utara,2015,111,62.31999969,0,
Musi Rawas Utara,2016,111,63.04999924,0,
Musi Rawas Utara,2017,111,63.18000031,0,
Musi Rawas Utara,2018,111,63.75,0,
Musi Rawas Utara,2019,111,64.31999969,0,
Musi Rawas Utara,2020,111,64.48999786,0,
Musi Rawas Utara,2021,111,64.93000031,0,
Musi Rawas Utara,2022,111,65.73999786,0,
Musi Rawas Utara,2023,111,66.59999847,0,
Palembang City,2010,112,73.33,0,
Palembang City,2011,112,74.08,0,
Palembang City,2012,112,74.74,0,
Palembang City,2013,112,75.49,0,
Palembang City,2014,112,76.01999664,0,
Palembang City,2015,112,76.29000092,0,
Palembang City,2016,112,76.58999634,0,
Palembang City,2017,112,77.22000122,0,
Palembang City,2018,112,77.88999939,0,
Palembang City,2019,112,78.44000244,0,
Palembang City,2020,112,78.33000183,0,
Palembang City,2021,112,78.72000122,0,
Palembang City,2022,112,79.47000122,0,
Palembang City,2023,112,80.01999664,0,
Prabumulih City,2010,113,69.39,0,
Prabumulih City,2011,113,70.32,0,
Prabumulih City,2012,113,70.95,0,
Prabumulih City,2013,113,71.87,0,
Prabumulih City,2014,113,72.19999695,0,
Prabumulih City,2015,113,73.19000244,0,
Prabumulih City,2016,113,73.37999725,0,
Prabumulih City,2017,113,73.58000183,0,
Prabumulih City,2018,113,74.04000092,0,
Prabumulih City,2019,113,74.40000153,0,
Prabumulih City,2020,113,74.55000305,0,
Prabumulih City,2021,113,74.66999817,0,
Prabumulih City,2022,113,75.51999664,0,
Prabumulih City,2023,113,76.45999908,0,
Pagar Alam City,2010,114,61.97,0,
Pagar Alam City,2011,114,62.71,0,
Pagar Alam City,2012,114,63.33,0,
Pagar Alam City,2013,114,64.14,0,
Pagar Alam City,2014,114,64.75,0,
Pagar Alam City,2015,114,65.37000275,0,
Pagar Alam City,2016,114,65.95999908,0,
Pagar Alam City,2017,114,66.80999756,0,
Pagar Alam City,2018,114,67.62000275,0,
Pagar Alam City,2019,114,68.44000244,0,
Pagar Alam City,2020,114,68.30999756,0,
Pagar Alam City,2021,114,68.68000031,0,
Pagar Alam City,2022,114,69.59999847,0,
Pagar Alam City,2023,114,70.44999695,0,
Lubuklinggau City,2010,115,70.72,0,
Lubuklinggau City,2011,115,71.62,0,
Lubuklinggau City,2012,115,72.04,0,
Lubuklinggau City,2013,115,72.55,0,
Lubuklinggau City,2014,115,72.83999634,0,
Lubuklinggau City,2015,115,73.16999817,0,
Lubuklinggau City,2016,115,73.56999969,0,
Lubuklinggau City,2017,115,73.66999817,0,
Lubuklinggau City,2018,115,74.08999634,0,
Lubuklinggau City,2019,115,74.80999756,0,
Lubuklinggau City,2020,115,74.77999878,0,
Lubuklinggau City,2021,115,74.88999939,0,
Lubuklinggau City,2022,115,75.52999878,0,
Lubuklinggau City,2023,115,76.19000244,0,
Bengkulu Selatan ,2010,116,65.84,0,
Bengkulu Selatan ,2011,116,66.5,0,
Bengkulu Selatan ,2012,116,66.77,0,
Bengkulu Selatan ,2013,116,67.61,0,
Bengkulu Selatan ,2014,116,68.27999878,0,
Bengkulu Selatan ,2015,116,68.56999969,0,
Bengkulu Selatan ,2016,116,68.70999908,0,
Bengkulu Selatan ,2017,116,69.04000092,0,
Bengkulu Selatan ,2018,116,69.84999847,0,
Bengkulu Selatan ,2019,116,70.26999664,0,
Bengkulu Selatan ,2020,116,70.62999725,0,
Bengkulu Selatan ,2021,116,70.75,0,
Bengkulu Selatan ,2022,116,71.41999817,0,
Bengkulu Selatan ,2023,116,71.91000366,0,
Rejang Lebong,2010,117,64.19,0,2019
Rejang Lebong,2011,117,64.92,0,2019
Rejang Lebong,2012,117,65.51,0,2019
Rejang Lebong,2013,117,66.11,0,2019
Rejang Lebong,2014,117,66.55000305,0,2019
Rejang Lebong,2015,117,67.51000214,0,2019
Rejang Lebong,2016,117,68.33999634,0,2019
Rejang Lebong,2017,117,68.61000061,0,2019
Rejang Lebong,2018,117,69.40000153,0,2019
Rejang Lebong,2019,117,70.09999847,1,2019
Rejang Lebong,2020,117,70.44000244,1,2019
Rejang Lebong,2021,117,70.76999664,1,2019
Rejang Lebong,2022,117,71.44999695,1,2019
Rejang Lebong,2023,117,72.30999756,1,2019
Bengkulu Utara,2010,118,63.5,0,
Bengkulu Utara,2011,118,64.61,0,
Bengkulu Utara,2012,118,65.47,0,
Bengkulu Utara,2013,118,66.67,0,
Bengkulu Utara,2014,118,67.26999664,0,
Bengkulu Utara,2015,118,67.45999908,0,
Bengkulu Utara,2016,118,67.62999725,0,
Bengkulu Utara,2017,118,67.80000305,0,
Bengkulu Utara,2018,118,68.36000061,0,
Bengkulu Utara,2019,118,68.80000305,0,
Bengkulu Utara,2020,118,68.81999969,0,
Bengkulu Utara,2021,118,69.27999878,0,
Bengkulu Utara,2022,118,69.76999664,0,
Bengkulu Utara,2023,118,70.27999878,0,
Kaur,2010,119,61.39,0,
Kaur,2011,119,61.85,0,
Kaur,2012,119,62.32,0,
Kaur,2013,119,63.17,0,
Kaur,2014,119,63.75,0,
Kaur,2015,119,64.47000122,0,
Kaur,2016,119,64.94999695,0,
Kaur,2017,119,65.27999878,0,
Kaur,2018,119,66.19999695,0,
Kaur,2019,119,66.77999878,0,
Kaur,2020,119,66.98999786,0,
Kaur,2021,119,67.16999817,0,
Kaur,2022,119,67.76999664,0,
Kaur,2023,119,68.37999725,0,
Seluma,2010,120,60.27,0,
Seluma,2011,120,61.01,0,
Seluma,2012,120,61.55,0,
Seluma,2013,120,62.1,0,
Seluma,2014,120,62.93999863,0,
Seluma,2015,120,63.40999985,0,
Seluma,2016,120,64.04000092,0,
Seluma,2017,120,65,0,
Seluma,2018,120,65.98999786,0,
Seluma,2019,120,66.69000244,0,
Seluma,2020,120,66.88999939,0,
Seluma,2021,120,67.02999878,0,
Seluma,2022,120,67.76000214,0,
Seluma,2023,120,68.26999664,0,
Mukomuko,2010,121,62.95,0,
Mukomuko,2011,121,63.71,0,
Mukomuko,2012,121,64.16,0,
Mukomuko,2013,121,64.79,0,
Mukomuko,2014,121,65.30999756,0,
Mukomuko,2015,121,65.76999664,0,
Mukomuko,2016,121,66.51999664,0,
Mukomuko,2017,121,67.06999969,0,
Mukomuko,2018,121,67.47000122,0,
Mukomuko,2019,121,68.12000275,0,
Mukomuko,2020,121,68.44999695,0,
Mukomuko,2021,121,68.63999939,0,
Mukomuko,2022,121,69.12000275,0,
Mukomuko,2023,121,69.97000122,0,
Lebong,2010,122,61.87,0,
Lebong,2011,122,62.43,0,
Lebong,2012,122,62.84,0,
Lebong,2013,122,63.15,0,
Lebong,2014,122,63.90000153,0,
Lebong,2015,122,64.72000122,0,
Lebong,2016,122,65.58000183,0,
Lebong,2017,122,65.87000275,0,
Lebong,2018,122,66.27999878,0,
Lebong,2019,122,66.83999634,0,
Lebong,2020,122,67.01000214,0,
Lebong,2021,122,67.45999908,0,
Lebong,2022,122,68.12000275,0,
Lebong,2023,122,68.70999908,0,
Kepahiang,2010,123,62.6,0,2018
Kepahiang,2011,123,63.44,0,2018
Kepahiang,2012,123,63.86,0,2018
Kepahiang,2013,123,64.44,0,2018
Kepahiang,2014,123,65.22000122,0,2018
Kepahiang,2015,123,65.44999695,0,2018
Kepahiang,2016,123,66.34999847,0,2018
Kepahiang,2017,123,66.59999847,0,2018
Kepahiang,2018,123,67.13999939,1,2018
Kepahiang,2019,123,67.66999817,1,2018
Kepahiang,2020,123,68.16999817,1,2018
Kepahiang,2021,123,68.62000275,1,2018
Kepahiang,2022,123,69.08999634,1,2018
Kepahiang,2023,123,69.59999847,1,2018
Bengkulu Tengah,2010,124,61.7,0,
Bengkulu Tengah,2011,124,62.54,0,
Bengkulu Tengah,2012,124,63.12,0,
Bengkulu Tengah,2013,124,63.71,0,
Bengkulu Tengah,2014,124,64.09999847,0,
Bengkulu Tengah,2015,124,64.68000031,0,
Bengkulu Tengah,2016,124,65.44000244,0,
Bengkulu Tengah,2017,124,65.80000305,0,
Bengkulu Tengah,2018,124,66.65000153,0,
Bengkulu Tengah,2019,124,67.30000305,0,
Bengkulu Tengah,2020,124,67.61000061,0,
Bengkulu Tengah,2021,124,67.95999908,0,
Bengkulu Tengah,2022,124,68.47000122,0,
Bengkulu Tengah,2023,124,68.98999786,0,
Bengkulu City,2010,125,74.92,0,
Bengkulu City,2011,125,75.31,0,
Bengkulu City,2012,125,75.71,0,
Bengkulu City,2013,125,76.16,0,
Bengkulu City,2014,125,76.48999786,0,
Bengkulu City,2015,125,77.16000366,0,
Bengkulu City,2016,125,77.94000244,0,
Bengkulu City,2017,125,78.81999969,0,
Bengkulu City,2018,125,79.66999817,0,
Bengkulu City,2019,125,80.34999847,0,
Bengkulu City,2020,125,80.36000061,0,
Bengkulu City,2021,125,80.54000092,0,
Bengkulu City,2022,125,80.98999786,0,
Bengkulu City,2023,125,81.44999695,0,
West Lampung,2010,126,60.93,0,2014
West Lampung,2011,126,61.92,0,2014
West Lampung,2012,126,62.51,0,2014
West Lampung,2013,126,63.21,0,2014
West Lampung,2014,126,63.54000092,1,2014
West Lampung,2015,126,64.54000092,1,2014
West Lampung,2016,126,65.44999695,1,2014
West Lampung,2017,126,66.05999756,1,2014
West Lampung,2018,126,66.73999786,1,2014
West Lampung,2019,126,67.5,1,2014
West Lampung,2020,126,67.80000305,1,2014
West Lampung,2021,126,67.90000153,1,2014
West Lampung,2022,126,68.38999939,1,2014
West Lampung,2023,126,69.11000061,1,2014
Tanggamus,2010,127,60.09,0,2014
Tanggamus,2011,127,60.63,0,2014
Tanggamus,2012,127,61.14,0,2014
Tanggamus,2013,127,61.89,0,2014
Tanggamus,2014,127,62.66999817,1,2014
Tanggamus,2015,127,63.65999985,1,2014
Tanggamus,2016,127,64.41000366,1,2014
Tanggamus,2017,127,64.94000244,1,2014
Tanggamus,2018,127,65.66999817,1,2014
Tanggamus,2019,127,66.37000275,1,2014
Tanggamus,2020,127,66.41999817,1,2014
Tanggamus,2021,127,66.65000153,1,2014
Tanggamus,2022,127,67.22000122,1,2014
Tanggamus,2023,127,67.86000061,1,2014
South Lampung,2010,128,61.07,0,
South Lampung,2011,128,61.95,0,
South Lampung,2012,128,62.68,0,
South Lampung,2013,128,63.35,0,
South Lampung,2014,128,63.75,0,
South Lampung,2015,128,65.22000122,0,
South Lampung,2016,128,66.19000244,0,
South Lampung,2017,128,66.94999695,0,
South Lampung,2018,128,67.68000031,0,
South Lampung,2019,128,68.22000122,0,
South Lampung,2020,128,68.36000061,0,
South Lampung,2021,128,68.48999786,0,
South Lampung,2022,128,69,0,
South Lampung,2023,128,69.62999725,0,
East Lampung ,2010,129,63.23,0,
East Lampung ,2011,129,64.1,0,
East Lampung ,2012,129,65.1,0,
East Lampung ,2013,129,66.07,0,
East Lampung ,2014,129,66.41999817,0,
East Lampung ,2015,129,67.09999847,0,
East Lampung ,2016,129,67.87999725,0,
East Lampung ,2017,129,68.05000305,0,
East Lampung ,2018,129,69.04000092,0,
East Lampung ,2019,129,69.33999634,0,
East Lampung ,2020,129,69.37000275,0,
East Lampung ,2021,129,69.66000366,0,
East Lampung ,2022,129,70.58000183,0,
East Lampung ,2023,129,71.20999908,0,
Central Lampung ,2010,130,64.14,0,
Central Lampung ,2011,130,64.71,0,
Central Lampung ,2012,130,65.6,0,
Central Lampung ,2013,130,66.57,0,
Central Lampung ,2014,130,67.06999969,0,
Central Lampung ,2015,130,67.61000061,0,
Central Lampung ,2016,130,68.33000183,0,
Central Lampung ,2017,130,68.94999695,0,
Central Lampung ,2018,130,69.73000336,0,
Central Lampung ,2019,130,70.04000092,0,
Central Lampung ,2020,130,70.16000366,0,
Central Lampung ,2021,130,70.23000336,0,
Central Lampung ,2022,130,70.80000305,0,
Central Lampung ,2023,130,71.59999847,0,
North Lampung,2010,131,61.82,0,
North Lampung,2011,131,62.67,0,
North Lampung,2012,131,62.93,0,
North Lampung,2013,131,64,0,
North Lampung,2014,131,64.88999939,0,
North Lampung,2015,131,65.19999695,0,
North Lampung,2016,131,65.94999695,0,
North Lampung,2017,131,66.58000183,0,
North Lampung,2018,131,67.16999817,0,
North Lampung,2019,131,67.62999725,0,
North Lampung,2020,131,67.66999817,0,
North Lampung,2021,131,67.88999939,0,
North Lampung,2022,131,68.33000183,0,
North Lampung,2023,131,68.94999695,0,
Way Kanan,2010,132,61.27,0,2014
Way Kanan,2011,132,62.04,0,2014
Way Kanan,2012,132,62.79,0,2014
Way Kanan,2013,132,63.92,0,2014
Way Kanan,2014,132,64.31999969,1,2014
Way Kanan,2015,132,65.18000031,1,2014
Way Kanan,2016,132,65.73999786,1,2014
Way Kanan,2017,132,65.97000122,1,2014
Way Kanan,2018,132,66.62999725,1,2014
Way Kanan,2019,132,67.19000244,1,2014
Way Kanan,2020,132,67.44000244,1,2014
Way Kanan,2021,132,67.56999969,1,2014
Way Kanan,2022,132,68.04000092,1,2014
Way Kanan,2023,132,68.62999725,1,2014
Tulangbawang,2010,133,63.21,0,
Tulangbawang,2011,133,63.67,0,
Tulangbawang,2012,133,64.11,0,
Tulangbawang,2013,133,64.91,0,
Tulangbawang,2014,133,65.83000183,0,
Tulangbawang,2015,133,66.08000183,0,
Tulangbawang,2016,133,66.73999786,0,
Tulangbawang,2017,133,67.06999969,0,
Tulangbawang,2018,133,67.69999695,0,
Tulangbawang,2019,133,68.23000336,0,
Tulangbawang,2020,133,68.51999664,0,
Tulangbawang,2021,133,68.73000336,0,
Tulangbawang,2022,133,69.52999878,0,
Tulangbawang,2023,133,70.01999664,0,
Pesawaran,2010,134,58.64,0,
Pesawaran,2011,134,59.44,0,
Pesawaran,2012,134,59.98,0,
Pesawaran,2013,134,60.94,0,
Pesawaran,2014,134,61.70000076,0,
Pesawaran,2015,134,62.70000076,0,
Pesawaran,2016,134,63.47000122,0,
Pesawaran,2017,134,64.43000031,0,
Pesawaran,2018,134,64.97000122,0,
Pesawaran,2019,134,65.75,0,
Pesawaran,2020,134,65.79000092,0,
Pesawaran,2021,134,66.13999939,0,
Pesawaran,2022,134,66.69999695,0,
Pesawaran,2023,134,67.66999817,0,
Pringsewu,2010,135,,0,
Pringsewu,2011,135,64.86,0,
Pringsewu,2012,135,65.37,0,
Pringsewu,2013,135,66.14,0,
Pringsewu,2014,135,66.58000183,0,
Pringsewu,2015,135,67.55000305,0,
Pringsewu,2016,135,68.26000214,0,
Pringsewu,2017,135,68.61000061,0,
Pringsewu,2018,135,69.41999817,0,
Pringsewu,2019,135,69.97000122,0,
Pringsewu,2020,135,70.30000305,0,
Pringsewu,2021,135,70.44999695,0,
Pringsewu,2022,135,70.98000336,0,
Pringsewu,2023,135,71.61000061,0,
Mesuji,2010,136,,0,
Mesuji,2011,136,57.32,0,
Mesuji,2012,136,57.67,0,
Mesuji,2013,136,58.16,0,
Mesuji,2014,136,58.70999908,0,
Mesuji,2015,136,59.79000092,0,
Mesuji,2016,136,60.72000122,0,
Mesuji,2017,136,61.86999893,0,
Mesuji,2018,136,62.88000107,0,
Mesuji,2019,136,63.52000046,0,
Mesuji,2020,136,63.63000107,0,
Mesuji,2021,136,64.04000092,0,
Mesuji,2022,136,64.94000244,0,
Mesuji,2023,136,65.63999939,0,
Tulang Bawang Barat,2010,137,,0,
Tulang Bawang Barat,2011,137,60.13,0,
Tulang Bawang Barat,2012,137,60.77,0,
Tulang Bawang Barat,2013,137,61.46,0,
Tulang Bawang Barat,2014,137,62.45999908,0,
Tulang Bawang Barat,2015,137,63.00999832,0,
Tulang Bawang Barat,2016,137,63.77000046,0,
Tulang Bawang Barat,2017,137,64.58000183,0,
Tulang Bawang Barat,2018,137,65.30000305,0,
Tulang Bawang Barat,2019,137,65.93000031,0,
Tulang Bawang Barat,2020,137,65.97000122,0,
Tulang Bawang Barat,2021,137,66.22000122,0,
Tulang Bawang Barat,2022,137,67.12999725,0,
Tulang Bawang Barat,2023,137,67.80999756,0,
Pesisir Barat,2010,138,,0,
Pesisir Barat,2011,138,,0,
Pesisir Barat,2012,138,,0,
Pesisir Barat,2013,138,58.95,0,
Pesisir Barat,2014,138,59.75999832,0,
Pesisir Barat,2015,138,60.54999924,0,
Pesisir Barat,2016,138,61.5,0,
Pesisir Barat,2017,138,62.20000076,0,
Pesisir Barat,2018,138,62.95999908,0,
Pesisir Barat,2019,138,63.79000092,0,
Pesisir Barat,2020,138,63.90999985,0,
Pesisir Barat,2021,138,64.30000305,0,
Pesisir Barat,2022,138,65.13999939,0,
Pesisir Barat,2023,138,66,0,
Bandar Lampung City,2010,139,71.11,0,
Bandar Lampung City,2011,139,72.04,0,
Bandar Lampung City,2012,139,72.88,0,
Bandar Lampung City,2013,139,73.93,0,
Bandar Lampung City,2014,139,74.33999634,0,
Bandar Lampung City,2015,139,74.80999756,0,
Bandar Lampung City,2016,139,75.33999634,0,
Bandar Lampung City,2017,139,75.98000336,0,
Bandar Lampung City,2018,139,76.62999725,0,
Bandar Lampung City,2019,139,77.33000183,0,
Bandar Lampung City,2020,139,77.44000244,0,
Bandar Lampung City,2021,139,77.58000183,0,
Bandar Lampung City,2022,139,78.01000214,0,
Bandar Lampung City,2023,139,78.55999756,0,
Metro City,2010,140,71.37,0,
Metro City,2011,140,72.23,0,
Metro City,2012,140,72.86,0,
Metro City,2013,140,74.27,0,
Metro City,2014,140,74.98000336,0,
Metro City,2015,140,75.09999847,0,
Metro City,2016,140,75.44999695,0,
Metro City,2017,140,75.87000275,0,
Metro City,2018,140,76.22000122,0,
Metro City,2019,140,76.76999664,0,
Metro City,2020,140,77.19000244,0,
Metro City,2021,140,77.48999786,0,
Metro City,2022,140,77.88999939,0,
Metro City,2023,140,78.36000061,0,
Bangka,2010,141,66.41,0,
Bangka,2011,141,67.37,0,
Bangka,2012,141,67.99,0,
Bangka,2013,141,69.34,0,
Bangka,2014,141,69.79000092,0,
Bangka,2015,141,70.02999878,0,
Bangka,2016,141,70.43000031,0,
Bangka,2017,141,71.08999634,0,
Bangka,2018,141,71.80000305,0,
Bangka,2019,141,72.38999939,0,
Bangka,2020,141,72.40000153,0,
Bangka,2021,141,72.45999908,0,
Bangka,2022,141,72.94999695,0,
Bangka,2023,141,73.66000366,0,
Belitung,2010,142,66.79,0,
Belitung,2011,142,67.17,0,
Belitung,2012,142,67.87,0,
Belitung,2013,142,69.27,0,
Belitung,2014,142,69.55999756,0,
Belitung,2015,142,70.29000092,0,
Belitung,2016,142,70.80999756,0,
Belitung,2017,142,70.93000031,0,
Belitung,2018,142,71.69999695,0,
Belitung,2019,142,72.45999908,0,
Belitung,2020,142,72.51000214,0,
Belitung,2021,142,72.56999969,0,
Belitung,2022,142,73.37999725,0,
Belitung,2023,142,74.01999664,0,
Bangka Barat,2010,143,63.16,0,
Bangka Barat,2011,143,64,0,
Bangka Barat,2012,143,64.92,0,
Bangka Barat,2013,143,65.85,0,
Bangka Barat,2014,143,66.43000031,0,
Bangka Barat,2015,143,67.23000336,0,
Bangka Barat,2016,143,67.59999847,0,
Bangka Barat,2017,143,67.94000244,0,
Bangka Barat,2018,143,68.68000031,0,
Bangka Barat,2019,143,69.05000305,0,
Bangka Barat,2020,143,69.08000183,0,
Bangka Barat,2021,143,69.59999847,0,
Bangka Barat,2022,143,70.12000275,0,
Bangka Barat,2023,143,70.44999695,0,
Bangka Tengah,2010,144,65.1,0,
Bangka Tengah,2011,144,66.09,0,
Bangka Tengah,2012,144,66.88,0,
Bangka Tengah,2013,144,67.67,0,
Bangka Tengah,2014,144,68.08999634,0,
Bangka Tengah,2015,144,68.66000366,0,
Bangka Tengah,2016,144,68.76000214,0,
Bangka Tengah,2017,144,68.98999786,0,
Bangka Tengah,2018,144,69.51999664,0,
Bangka Tengah,2019,144,70.33000183,0,
Bangka Tengah,2020,144,70.44999695,0,
Bangka Tengah,2021,144,70.88999939,0,
Bangka Tengah,2022,144,71.40000153,0,
Bangka Tengah,2023,144,71.70999908,0,
Bangka Selatan,2010,145,59.98,0,
Bangka Selatan,2011,145,60.53,0,
Bangka Selatan,2012,145,61.17,0,
Bangka Selatan,2013,145,62.96,0,
Bangka Selatan,2014,145,63.54000092,0,
Bangka Selatan,2015,145,63.88999939,0,
Bangka Selatan,2016,145,64.56999969,0,
Bangka Selatan,2017,145,65.01999664,0,
Bangka Selatan,2018,145,65.98000336,0,
Bangka Selatan,2019,145,66.54000092,0,
Bangka Selatan,2020,145,66.90000153,0,
Bangka Selatan,2021,145,67.05999756,0,
Bangka Selatan,2022,145,67.94999695,0,
Bangka Selatan,2023,145,68.51000214,0,
Belitung Timur,2010,146,64.99,0,
Belitung Timur,2011,146,65.86,0,
Belitung Timur,2012,146,66.59,0,
Belitung Timur,2013,146,67.71,0,
Belitung Timur,2014,146,68.09999847,0,
Belitung Timur,2015,146,68.83000183,0,
Belitung Timur,2016,146,69.30000305,0,
Belitung Timur,2017,146,69.56999969,0,
Belitung Timur,2018,146,70.22000122,0,
Belitung Timur,2019,146,70.83999634,0,
Belitung Timur,2020,146,70.91999817,0,
Belitung Timur,2021,146,71.41999817,0,
Belitung Timur,2022,146,72.29000092,0,
Belitung Timur,2023,146,72.86000061,0,
Pangkal Pinang City ,2010,147,74.68,0,
Pangkal Pinang City ,2011,147,75.02,0,
Pangkal Pinang City ,2012,147,75.69,0,
Pangkal Pinang City ,2013,147,76.14,0,
Pangkal Pinang City ,2014,147,76.27999878,0,
Pangkal Pinang City ,2015,147,76.61000061,0,
Pangkal Pinang City ,2016,147,76.73000336,0,
Pangkal Pinang City ,2017,147,76.86000061,0,
Pangkal Pinang City ,2018,147,77.43000031,0,
Pangkal Pinang City ,2019,147,77.97000122,0,
Pangkal Pinang City ,2020,147,78.22000122,0,
Pangkal Pinang City ,2021,147,78.56999969,0,
Pangkal Pinang City ,2022,147,79.23999786,0,
Pangkal Pinang City ,2023,147,79.93000031,0,
Karimun,2010,148,66.4,0,
Karimun,2011,148,66.82,0,
Karimun,2012,148,67.67,0,
Karimun,2013,148,68.52,0,
Karimun,2014,148,68.72000122,0,
Karimun,2015,148,69.20999908,0,
Karimun,2016,148,69.83999634,0,
Karimun,2017,148,70.26000214,0,
Karimun,2018,148,70.55999756,0,
Karimun,2019,148,71.09999847,0,
Karimun,2020,148,71.44000244,0,
Karimun,2021,148,71.69999695,0,
Karimun,2022,148,72.65000153,0,
Karimun,2023,148,73.51000214,0,
Bintan,2010,149,69.87,0,
Bintan,2011,149,70.47,0,
Bintan,2012,149,71.01,0,
Bintan,2013,149,71.31,0,
Bintan,2014,149,71.65000153,0,
Bintan,2015,149,71.91999817,0,
Bintan,2016,149,72.37999725,0,
Bintan,2017,149,72.91000366,0,
Bintan,2018,149,73.41000366,0,
Bintan,2019,149,73.98000336,0,
Bintan,2020,149,74.12999725,0,
Bintan,2021,149,74.56999969,0,
Bintan,2022,149,74.98999786,0,
Bintan,2023,149,75.69999695,0,
Natuna,2010,150,66.29,0,
Natuna,2011,150,67.76,0,
Natuna,2012,150,68.8,0,
Natuna,2013,150,69.39,0,
Natuna,2014,150,70.05999756,0,
Natuna,2015,150,70.87000275,0,
Natuna,2016,150,71.23000336,0,
Natuna,2017,150,71.51999664,0,
Natuna,2018,150,72.09999847,0,
Natuna,2019,150,72.62999725,0,
Natuna,2020,150,72.72000122,0,
Natuna,2021,150,73.08999634,0,
Natuna,2022,150,73.47000122,0,
Natuna,2023,150,74.20999908,0,
Lingga,2010,151,57.36,0,
Lingga,2011,151,58.51,0,
Lingga,2012,151,59.38,0,
Lingga,2013,151,60.13,0,
Lingga,2014,151,60.75,0,
Lingga,2015,151,61.27999878,0,
Lingga,2016,151,62.43999863,0,
Lingga,2017,151,63.45000076,0,
Lingga,2018,151,64.05999756,0,
Lingga,2019,151,64.98000336,0,
Lingga,2020,151,65.29000092,0,
Lingga,2021,151,65.83000183,0,
Lingga,2022,151,66.56999969,0,
Lingga,2023,151,67.44000244,0,
Kepulauan Anambas,2010,152,63.03,0,
Kepulauan Anambas,2011,152,63.71,0,
Kepulauan Anambas,2012,152,64.32,0,
Kepulauan Anambas,2013,152,64.86,0,
Kepulauan Anambas,2014,152,65.12000275,0,
Kepulauan Anambas,2015,152,65.86000061,0,
Kepulauan Anambas,2016,152,66.30000305,0,
Kepulauan Anambas,2017,152,67.05999756,0,
Kepulauan Anambas,2018,152,67.52999878,0,
Kepulauan Anambas,2019,152,68.48000336,0,
Kepulauan Anambas,2020,152,68.80000305,0,
Kepulauan Anambas,2021,152,69.23000336,0,
Kepulauan Anambas,2022,152,69.61000061,0,
Kepulauan Anambas,2023,152,70.26000214,0,
Batam City,2010,153,76.98,0,
Batam City,2011,153,77.82,0,
Batam City,2012,153,78.39,0,
Batam City,2013,153,78.65,0,
Batam City,2014,153,79.12999725,0,
Batam City,2015,153,79.33999634,0,
Batam City,2016,153,79.79000092,0,
Batam City,2017,153,80.26000214,0,
Batam City,2018,153,80.54000092,0,
Batam City,2019,153,81.08999634,0,
Batam City,2020,153,81.11000061,0,
Batam City,2021,153,81.12000275,0,
Batam City,2022,153,81.66999817,0,
Batam City,2023,153,82.11000061,0,
Tanjung Pinang City,2010,154,73.76,0,
Tanjung Pinang City,2011,154,74.86,0,
Tanjung Pinang City,2012,154,75.91,0,
Tanjung Pinang City,2013,154,76.7,0,
Tanjung Pinang City,2014,154,77.29000092,0,
Tanjung Pinang City,2015,154,77.56999969,0,
Tanjung Pinang City,2016,154,77.76999664,0,
Tanjung Pinang City,2017,154,78,0,
Tanjung Pinang City,2018,154,78.33000183,0,
Tanjung Pinang City,2019,154,78.73000336,0,
Tanjung Pinang City,2020,154,78.91000366,0,
Tanjung Pinang City,2021,154,78.93000031,0,
Tanjung Pinang City,2022,154,79.63999939,0,
Tanjung Pinang City,2023,154,80.23000336,0,
Kepulauan Seribu,2010,155,64.96,0,
Kepulauan Seribu,2011,155,65.79,0,
Kepulauan Seribu,2012,155,66.92,0,
Kepulauan Seribu,2013,155,67.62,0,
Kepulauan Seribu,2014,155,68.48000336,0,
Kepulauan Seribu,2015,155,68.83999634,0,
Kepulauan Seribu,2016,155,69.51999664,0,
Kepulauan Seribu,2017,155,70.11000061,0,
Kepulauan Seribu,2018,155,70.91000366,0,
Kepulauan Seribu,2019,155,71.40000153,0,
Kepulauan Seribu,2020,155,71.62999725,0,
Kepulauan Seribu,2021,155,72.09999847,0,
Kepulauan Seribu,2022,155,72.79000092,0,
Kepulauan Seribu,2023,155,73.38999939,0,
South Jakarta City,2010,156,80.26,0,
South Jakarta City,2011,156,81.22,0,
