district,HDI_2010,HDI_2011,HDI_2012,HDI_2013,HDI_2014,HDI_2015,HDI_2016,HDI_2017,HDI_2018,HDI_2019,HDI_2020,HDI_2021,HDI_2022,HDI_2023,PopDens2010,PopDens2011,PopDens2012,PopDens2013,PopDens2014,PopDens2015,PopDens2016,PopDens2017,PopDens2018,PopDens2019,PopDens2020,PopDens2021,PopDens2022,PopDens2023
Gresik,69.9,71.11,72.12,72.47,72.84,73.57,74.46,74.84,75.28,76.1,76.11,76.5,77.16,77.98,886.4865062,838.0401447,852.9809183,861.6052539,870.3018537,878.0327491,880.0837071,887.6381199,918.7010908,871.6026693,876.7118833,1038.267682,1032.850412,1040.754511
Grobogan,64.56,65.41,66.39,67.43,67.77,68.05,68.52,68.87,69.32,69.86,69.87,70.41,70.97,71.49,746.6156292,679.3098432,687.6254464,694.5819893,700.9359434,707.3679326,716.713358,722.9962692,727.984095,697.4473998,702.9283131,725.8452609,730.3252389,735.581976
Gunung Kidul,64.2,64.83,65.69,66.31,67.03,67.41,67.82,68.73,69.24,69.96,69.98,70.16,70.96,71.24,525.3106701,510.1208772,516.4243782,521.651547,526.5888591,531.3282564,535.4729179,540.175135,541.5327769,538.5583019,542.6576276,505.2332056,512.1407172,516.2152005
Gunung Mas,66.33,66.85,67.3,67.75,68.13,69.24,69.73,69.95,70.23,70.65,70.81,71.03,71.4,72.09,10.82229272,11.23511639,11.36240621,11.4997933,11.59020659,11.7088089,11.75543695,11.86069406,11.97460571,12.95090034,13.05912327,13.59762405,13.74253103,13.85510237
Gunungsitoli City,0,63.71,64.34,65.25,65.91,66.41,66.85,67.68,68.33,69.3,69.31,69.61,70.23,70.68,,,,,,,,,,,,,,
Hulu Sungai Selatan,62.8,63.44,64.03,64.59,65.25,66.31,67.52,67.8,68.41,68.8,68.85,69.21,69.76,70.5,132.6649552,141.399521,143.1958667,144.6683603,146.0730341,147.4337166,148.6527004,149.9662561,151.1820719,159.1241752,160.3770954,136.2800549,137.5693577,138.6276974
Hulu Sungai Tengah,63.49,63.9,64.34,64.63,65.37,66.56,67.07,67.78,68.32,68.8,68.84,69.05,69.7,70.13,170.3113847,181.5380245,183.7397604,185.5862482,187.4872808,189.2688581,190.0672885,191.7260712,193.4413472,203.6013415,205.2004777,158.0444978,159.2128696,160.4372003
Hulu Sungai Utara,58.5,59.24,60.12,60.77,61.32,62.49,63.38,64.21,65.06,65.49,65.59,66.12,66.84,67.66,251.0493669,267.6131798,270.8854384,273.6894729,275.3499062,277.9725905,280.2568171,282.7073076,285.1865374,300.1715281,302.5413834,256.5681895,259.3125036,261.263723
Humbang Hasundutan,63.4,64.06,64.54,64.92,65.59,66.03,66.56,67.3,67.96,68.83,68.87,69.41,70.32,70.75,30.07809365,29.86324845,30.49418316,30.78173958,38.01605885,39.07189665,39.42164925,39.76774215,40.52882326,40.80333101,41.12116417,80.60832745,81.65180181,82.12170084
Indragiri Hilir,61.98,62.82,63.04,63.44,63.8,64.8,65.35,66.17,66.51,66.84,66.54,66.63,67.37,67.98,68.62046177,84.74972076,85.89303758,86.75115627,87.11222007,87.8185178,88.6389176,89.41399328,90.17739035,97.44700269,98.2051098,48.13489772,48.1350352,48.50179762
Indragiri Hulu,65.1,65.93,66.5,66.68,67.11,68,68.67,68.97,69.66,70.05,69.83,70.01,70.46,71.04,18.99186193,23.25447793,24.1303528,24.36982341,25.19047314,25.34543716,25.57394554,25.80083427,26.01911429,28.1154547,28.3374409,56.46485039,56.98691253,57.43952596
Indramayu,60.86,61.47,62.09,62.98,63.55,64.36,64.78,65.58,66.36,66.97,67.29,67.64,68.55,69.25,884.2835744,934.9530535,946.365445,955.9520905,965.0706318,974.1440133,983.8901176,992.5093607,1003.305798,1032.742918,1040.013929,878.4010291,881.9381959,887.9777444
Intan Jaya,0,40.07,41.89,42.69,43.51,44.35,44.82,45.68,46.55,47.51,47.79,48.34,49.25,50.19,2.528022047,4.710467936,4.83235946,4.899559625,5.073945138,5.116871387,5.221275875,5.334280959,5.380723333,5.768064659,5.821575543,26.98672625,28.69941687,29.19732307
Jambi City,72.23,72.96,73.78,74.21,74.86,75.58,76.14,76.74,77.41,78.26,78.37,79.12,79.58,80.15,,,,,,,,,,,,,,
Jayapura,67.15,68.04,68.85,69.21,69.55,70.04,70.5,70.97,71.25,71.84,71.69,72.03,72.67,73.5,3.277777784,4.881988128,4.940714068,4.988017592,5.129946698,5.206208977,5.241212151,5.183172532,5.176353208,5.552616683,5.574388695,11.85686739,11.77739374,11.89124067
Jayapura City ,76.69,76.97,77.25,77.46,77.86,78.05,78.56,79.23,79.58,80.16,79.94,80.11,80.61,81.14,,,,,,,,,,,,,,
Jayawijaya,50.79,51.66,52.27,52.94,53.37,54.18,54.96,55.99,56.82,57.79,58.03,58.67,59.6,60.5,26.6950753,39.49285625,40.11919999,40.2929643,40.55925217,43.58315892,43.97822187,44.35355876,44.73627941,47.87933274,48.2566406,103.3357916,104.7630676,105.4015288
Jember,59.94,60.64,61.31,62.43,62.64,63.04,64.01,64.96,65.96,66.69,67.11,67.32,67.97,68.64,775.5273611,733.6279417,743.5666764,751.0872797,757.9252113,764.7766285,771.6040871,778.3551525,785.2800211,742.7479432,748.6119559,766.6265089,772.0435243,778.0210388
Jembrana,66.7,67.53,67.94,68.39,68.67,69.66,70.38,70.72,71.65,72.35,72.36,72.75,73.58,74.04,307.6256659,334.432485,338.4611686,341.887665,345.1700332,348.4172692,351.6741387,353.0272801,353.758855,352.4499168,355.2113996,357.3101678,360.4310172,363.1666728
Jeneponto,58.31,58.95,59.62,60.55,61.45,61.61,61.81,62.67,63.33,64,64.26,64.56,65.13,65.9,718.9140349,707.2583344,714.7410754,721.9547688,727.4356612,715.5271359,721.9911564,728.3260005,728.6211068,715.1735402,719.8041205,500.0071848,497.8756524,501.8215334
Jepara,66.76,67.63,68.45,69.11,69.61,70.02,70.25,70.79,71.38,71.88,71.99,72.36,73.15,73.85,1094.950448,996.2196979,1008.516917,1018.716101,1028.811578,1038.488214,1047.692602,1056.875508,1065.685166,1021.672724,1026.635525,1141.168174,1153.683184,1162.506642
Jombang,66.2,66.84,67.82,68.63,69.07,69.59,70.03,70.88,71.86,72.85,72.97,73.45,74.05,74.6,1171.649506,1107.61019,1121.380502,1132.72604,1143.918663,1155.508023,1161.019686,1171.118204,1175.20699,1111.211983,1119.910978,1189.334817,1202.43255,1212.398301
Kaimana,57.25,57.87,58.99,60.36,61.07,61.33,62.15,62.74,63.67,64.59,65,65.31,66.11,66.72,0.657911939,0.865314482,0.771025433,0.881732077,0.971821529,0.978940777,0.952553189,0.984856962,1.047325059,1.16448825,1.173683119,1.59459805,1.687280276,1.723542356
Kampar,68.62,69.64,70.08,70.46,70.72,71.28,71.39,72.19,72.5,73.15,72.83,73.02,73.84,74.24,47.05951532,56.94967323,57.57706197,58.15097315,58.87468702,59.23892305,59.09267295,59.79292679,60.32363931,65.18351193,65.69878768,72.85302782,75.92716532,76.58924466
Kapuas,63.32,64.01,64.38,64.82,65.29,66.07,66.98,68.04,68.68,69.38,69.48,69.63,70.01,70.75,19.07605274,20.64942295,20.92106415,21.1170476,21.31272354,21.50859875,21.75015122,21.9401792,22.17030058,23.95969324,24.12937334,24.51224547,24.3907173,24.5852766
Kapuas Hulu,59.84,60.83,61.85,62.63,62.9,63.73,63.83,64.18,65.03,65.65,65.69,65.75,66.7,67.67,7.899383112,7.555161781,7.645426653,7.764966257,7.847671994,7.918473461,7.994148212,8.060813687,8.133699654,8.416104983,8.482693603,8.270257075,8.329292357,8.390559799
Karang Asem,60.58,61.6,62.95,63.7,64.01,64.68,65.23,65.57,66.49,67.34,67.35,67.36,68.28,68.91,480.5049327,520.2491446,528.6165446,533.9614592,539.6212012,544.1543421,549.0927254,555.0336618,562.1040832,560.1362572,562.9583472,569.2059667,571.6100768,576.021953
Karanganyar,70.31,71,72.26,73.33,73.89,74.26,74.9,75.22,75.54,75.89,75.86,75.99,76.58,77.31,1103.049444,1003.588744,1016.100142,1026.368727,1037.69523,1047.332631,1044.037796,1053.1946,1049.792213,1038.613123,1046.675442,1143.741448,1181.136344,1191.736053
Karawang,64.58,65.21,65.97,66.61,67.08,67.66,68.19,69.17,69.89,70.86,70.66,70.94,71.74,72.35,1176.060268,1243.433942,1257.158537,1272.862265,1284.461837,1296.518454,1313.073179,1324.405857,1326.787033,1366.763907,1379.162194,1230.219669,1233.7605,1241.953349
Karimun,66.4,66.82,67.67,68.52,68.72,69.21,69.84,70.26,70.56,71.1,71.44,71.7,72.65,73.51,182.9374571,199.3911746,201.8578134,203.8993257,206.5219258,208.4607941,210.3525608,212.1962177,213.9933942,248.9737865,250.5278992,234.1531239,226.1560591,227.3436554
Karo,70.36,71.12,71.4,71.62,71.84,72.69,73.29,73.53,73.91,74.25,74.43,74.83,75.36,75.98,98.54253596,96.57932765,98.04707055,102.7771784,102.7389895,128.7881676,130.3342251,131.4477197,133.2556086,134.3061054,135.4104422,192.5421767,192.8507475,194.2935648
Katingan,63.25,64.54,64.87,65.29,65.79,66.81,67.41,67.56,67.91,68.55,68.68,68.89,69.74,70.28,8.381090141,8.76151118,8.820014398,8.908337905,9.007931018,9.096699131,9.259720047,9.340804677,9.413550222,10.17986346,10.26016952,7.920555861,8.26889845,8.330284337
Kaur,61.39,61.85,62.32,63.17,63.75,64.47,64.95,65.28,66.2,66.78,66.99,67.17,67.77,68.38,16.12816079,16.42249123,17.08786298,17.1785235,17.83865913,17.90870335,18.06375339,18.216594,17.74286677,17.92349324,18.07077575,47.0426411,47.87736367,48.1979973
Kayong Utara,55.83,56.58,57.53,57.92,58.52,60.09,60.87,61.52,61.82,62.66,62.68,62.9,63.81,64.79,4.470845341,4.324403419,4.413259454,4.455020594,4.767114443,5.284077961,5.338208152,5.382413399,5.54681357,5.740434403,5.646212364,26.2530618,26.49714411,26.72331231
Kebumen,63.08,64.05,64.47,64.86,65.67,66.87,67.41,68.29,68.8,69.6,69.81,70.05,70.79,71.37,1020.967999,928.9057805,940.3898391,949.9042866,959.2756322,968.2777873,977.0513151,985.6149464,994.6878941,953.3122074,960.8875316,1013.470502,1022.156686,1029.742575
Kediri,66.24,66.84,67.29,68.01,68.44,68.91,69.87,70.47,71.07,71.85,72.05,72.56,73.46,73.96,978.6429023,925.1693596,936.0182672,945.4806209,954.5364807,962.4186121,973.3693528,981.9293068,996.292954,943.2310466,950.6382269,984.0473397,984.0796082,991.414302
Kediri City,72.2,72.93,73.66,74.18,74.62,75.67,76.33,77.13,77.58,78.08,78.23,78.6,79.59,80.44,,,,,,,,,,,,,,
Keerom,60,60.65,61.13,62.49,62.73,63.43,64.1,64.99,65.75,66.59,66.4,66.49,67.24,68.08,3.539986982,5.310374076,5.374335653,5.421374262,5.50508095,5.552861572,5.616365201,5.822083905,5.878949017,6.291335029,6.340625931,6.327598531,6.770025295,6.767241887
Kendal,66.23,66.96,67.55,67.98,68.46,69.57,70.11,70.62,71.28,71.97,72.29,72.5,73.19,73.86,998.5238428,908.491534,919.2566004,928.5575251,937.4580036,945.6276109,954.4871923,962.8596535,971.6186816,931.5297453,938.5469232,1016.568246,1025.489852,1033.134436
Kendari City,78.13,79.43,79.97,80.91,81.3,81.43,81.66,81.83,82.22,82.86,83.53,84.15,84.51,84.85,,,,,,,,,,,,,,
Kepahiang,62.6,63.44,63.86,64.44,65.22,65.45,66.35,66.6,67.14,67.67,68.17,68.62,69.09,69.6,87.13795103,82.83883483,86.40624122,87.31596292,88.52214047,89.15962985,90.11173719,90.91921747,92.56121914,94.19877578,94.96437417,221.9828846,227.7069319,229.5791677
Kepulauan Anambas,63.03,63.71,64.32,64.86,65.12,65.86,66.3,67.06,67.53,68.48,68.8,69.23,69.61,70.26,9.978512854,11.40246695,11.55336653,11.67242609,12.01214492,12.08373894,12.19625258,12.30871715,12.40369732,15.29053744,15.12253997,41.5593028,35.61579689,35.9741228
Kepulauan Aru,58.22,58.6,59.17,59.62,59.91,60.5,61.32,62.13,63.12,63.64,63.71,63.83,64.21,65.01,13.02688559,14.54047752,14.79772433,14.87119165,14.92156038,14.3052585,14.41694782,14.52286846,14.47360966,14.11104776,13.86007307,8.991001044,4.744231497,5.106427873
Kepulauan Sangihe,64.69,65.34,65.87,66.15,66.82,67.56,68.52,69.14,69.67,70.53,70.73,71.07,71.63,72.22,70.23507707,88.70838982,95.31582934,96.2738487,106.7039598,102.6612024,103.591571,104.4910841,109.4121263,109.8500181,101.366723,167.9816858,162.5870696,163.9295617
Kepulauan Selayar,62.15,62.53,62.87,63.16,63.66,64.32,64.95,65.39,66.04,66.91,67.38,67.76,68.35,69.2,66.47900969,65.40587916,69.49277796,70.19383463,72.35358536,72.65948402,73.27252148,79.43377718,80.58726189,79.25170963,77.579592,82.78147886,74.95702388,76.36259044
Kepulauan Seribu,64.96,65.79,66.92,67.62,68.48,68.84,69.52,70.11,70.91,71.4,71.63,72.1,72.79,73.39,,,,,,,,,,,,,,
Kepulauan Talaud,64.37,64.86,65.51,66.14,66.56,66.92,67.58,67.74,68.32,68.97,69.4,69.83,70.43,71.14,179.2598592,155.6176424,153.7541733,155.2894578,150.3675054,144.6693776,145.9763232,147.2509799,148.4906574,148.5880012,149.614647,66.26479866,58.07838252,58.67414992
Kepulauan Yapen,63.5,63.82,64.11,64.34,64.89,65.28,65.55,66.07,67,67.76,67.66,67.72,68.41,69.11,11.77277559,17.58412229,17.88194097,17.97151116,18.26790502,21.33162102,21.51139252,21.83912106,22.88793192,24.65945599,24.74746453,32.18936387,31.66895195,32.11008777
Kerinci,65.16,65.85,66.71,67.49,67.96,68.89,69.68,70.03,70.59,70.95,71.21,71.45,71.99,72.54,76.28389335,86.16282802,87.15555312,88.00415595,89.20153368,90.04035628,90.8193911,91.61500454,92.03337162,97.58276904,98.35342475,74.44373398,74.85331324,75.42760449
Ketapang,60.63,61.47,62.04,62.85,63.27,64.03,64.74,65.71,66.41,67.16,67.17,67.43,67.92,68.68,16.47661444,15.73211157,15.93511313,16.08832505,16.18461601,16.26903399,16.40573568,16.54914072,16.43572282,16.98470856,17.05954253,19.05454216,19.19558669,19.33878928
Klaten,70.76,71.16,71.71,72.42,73.19,73.81,73.97,74.25,74.79,75.29,75.56,76.12,76.95,77.59,1838.247882,1672.799332,1693.532249,1710.657778,1727.513113,1744.90505,1760.515899,1775.949972,1789.503875,1715.363791,1728.875543,1784.017633,1795.467085,1809.382523
Klungkung,66.01,67.01,67.64,68.08,68.3,68.98,69.31,70.13,70.9,71.71,71.73,71.75,72.55,73.11,693.3188122,752.8478012,843.7720345,852.2642611,856.8978248,862.3293771,869.232947,849.8677245,817.1777716,807.6135622,801.1089254,608.5124386,594.4934069,598.9888595
Kolaka,67.76,68.27,68.86,69.55,70.2,70.47,71.12,71.46,72.07,73.01,73.45,73.56,73.98,74.72,67.64282387,72.80321231,73.67957187,74.41611244,74.31684298,74.45448024,75.5438212,76.20253657,78.8831076,85.70784541,85.96858107,69.50533163,70.6897917,71.20816676
Kolaka Timur,0,0,0,61.78,62.13,62.74,63.6,64.55,65.53,66.49,67.02,67.76,68.73,69.57,33.94770328,37.68587413,38.16064788,38.54403629,38.52838157,38.33036248,38.38175952,38.71912767,39.00008213,42.35502416,42.68736831,32.75552125,33.13836788,33.41268667
Kolaka Utara,63.17,63.98,64.49,65.35,65.76,66.9,67.6,67.77,68.44,68.91,69.31,69.5,70.39,71.04,12.52689259,12.62696853,12.80295404,12.9329758,14.06010006,14.12786357,14.26677215,14.31645898,14.3831859,15.73921734,15.82816852,36.30505582,38.19933277,38.56546618
Konawe,66.55,67.16,67.51,68.23,68.68,69.56,69.84,70.24,70.72,71.29,71.35,71.48,72.04,72.77,44.88213255,47.82765225,48.15534456,48.58716421,48.35957695,47.32789048,47.98159098,48.41366101,49.86522352,54.71490014,54.49479045,54.3024801,52.39614061,52.7791997
Konawe Kepulauan ,0,0,0,61.15,61.31,61.72,62.56,63.44,64.36,65.05,65.41,65.73,66.69,67.32,13.1474928,14.22312782,14.46017319,14.59537957,15.0439818,23.93091495,24.31649722,24.47278696,17.27360217,16.25719014,17.86997423,17.70237574,30.89875257,31.06750166
Konawe Selatan,63.2,63.65,64.05,65.02,65.6,66.32,66.97,67.23,67.51,67.88,68.2,68.58,69.36,70.32,50.66070103,54.8457334,55.71757612,56.35972888,57.46176242,57.70047237,58.24084688,58.75175255,58.84187903,63.885675,63.69335932,71.38194039,71.6734273,72.28158151
Konawe Utara,63.74,64.25,64.87,65.54,66.03,66.44,67.2,67.71,68.5,69.22,69.86,70.23,71.1,71.71,12.58731243,13.63512226,13.87225338,14.00234332,14.11917367,13.81803512,13.94776098,14.06946963,14.05584513,15.50516023,15.34728102,13.34270569,13.19332885,13.30136456
Kota Baru,63.64,64.27,64.87,65.41,65.76,66.61,67.1,67.79,68.32,68.95,68.86,69.13,69.74,70.18,29.09728038,30.66926898,30.27656054,30.58713051,31.21045392,31.20353864,31.3687645,31.37141304,32.83597223,34.19496019,33.78343486,29.29733501,30.08825489,30.32917073
Kota Yogyakarta,82.72,82.98,83.29,83.61,83.78,84.56,85.32,85.49,86.11,86.65,86.61,87.18,87.69,88.28,14045.91001,13647.21389,13827.89504,13967.78087,14092.55192,14175.45129,14302.73457,14427.72966,14207.02838,14127.70823,14202.9083,11301.56565,11145.89292,11240.17809
Kotamobagu City,67.89,68.57,69.31,69.86,70.46,70.7,71.68,72,72.55,73.22,72.97,73.47,73.96,74.43,,,,,,,,,,,,,,
Kotawaringin Barat,68.43,68.53,68.63,69.51,70.14,70.6,71.13,72.11,72.46,72.85,72.87,73.07,73.41,74.04,28.03207001,29.30525013,29.68689306,29.95221842,30.18229962,30.46308587,30.90357381,31.14932838,31.47186758,34.04164469,34.30908828,32.79299379,32.89423201,33.16228175
Kotawaringin Timur,65.24,65.6,66.61,67.95,68.45,68.61,69.42,70.17,70.56,71.16,71.31,71.38,71.67,72.21,14.28535579,14.94416353,15.17845155,15.29609518,15.45457245,15.59099684,15.75656232,15.89475971,16.01107959,17.31574884,17.34801335,27.64122191,27.85301232,28.07137088
Kuantan Singingi,65.07,65.72,66.31,66.65,67.47,68.32,68.66,69.53,69.96,70.78,70.31,70.6,71.09,71.67,34.88749721,38.9426453,40.01938015,40.4522775,40.43617824,40.75162366,41.12982747,41.52545006,41.8765739,45.21244739,45.57057851,64.65969833,65.43662243,66.00306355
Kubu Raya,61.87,62.56,63.42,63.94,64.52,65.02,65.54,66.31,67.23,67.76,67.95,68.16,68.91,69.6,25.2119284,24.12439037,24.50914339,24.76408973,25.33460112,25.5702257,25.72975136,25.95798018,28.60522349,29.79830349,30.30310952,72.39160442,72.72831371,73.31087833
Kudus,69.22,69.89,70.57,71.58,72,72.72,72.94,73.84,74.58,74.94,75,75.16,75.89,76.71,1858.785621,1691.173969,1712.05213,1729.368927,1745.867988,1762.302604,1778.766308,1794.352617,1801.86626,1727.688127,1741.274483,1927.39473,1933.822894,1949.804814
Kulon Progo,68.83,69.53,69.74,70.14,70.68,71.52,72.38,73.23,73.76,74.44,74.46,74.71,75.46,75.79,748.6361579,727.3667638,736.0765817,743.5177284,750.5824741,756.6693551,762.277604,768.9647235,770.2021295,766.0444592,768.5096775,749.8272753,759.7036538,765.7846165
Kuningan,64.4,65.04,65.6,66.16,66.63,67.19,67.51,67.78,68.55,69.12,69.38,69.71,70.16,70.72,947.2062954,999.2484286,1011.81884,1022.054301,1031.473918,1041.160741,1047.087442,1056.218558,1048.350316,1077.275386,1088.750307,932.2656276,948.78387,956.2539807
Kupang,58.57,59.74,60.34,61.07,61.68,62.04,62.39,62.79,63.55,64.43,64.32,64.41,65.04,65.82,69.30053684,72.06380162,72.95397699,73.70088025,70.37167099,71.51980213,72.44615972,72.90278965,73.41908328,76.42897347,76.98330383,68.80674381,68.85711263,69.38741187
Kupang City,74.81,75.74,76.38,77.24,77.58,77.95,78.14,78.25,78.84,79.55,79.71,79.74,80.2,80.62,,,,,,,,,,,,,,
Kutai Barat,65.9,66.92,67.14,68.13,68.91,69.34,69.99,70.18,70.69,71.63,71.19,72.07,72.92,73.72,5.558455751,6.919844289,7.036841397,7.09576259,7.220313814,7.29079049,7.334870953,7.409815117,7.466887892,8.055333189,8.118710676,12.30170322,12.45434437,12.55284783
Kutai Kartanegara,67.45,68.47,69.12,70.71,71.2,71.78,72.19,72.75,73.15,73.78,73.59,74.06,74.67,75.3,25.16006726,32.05026794,32.49208477,32.79018073,32.93751323,33.17751484,33.36851263,33.66054662,35.6372741,38.64168778,38.89769624,28.12395056,28.61870358,28.81293471
Kutai Timur,66.94,67.73,68.71,69.79,70.39,70.76,71.1,71.91,72.56,73.49,73,73.81,74.35,74.98,5.626806996,7.149065862,7.21756606,7.307312246,7.390758843,7.458581036,7.531145402,7.607428326,7.664811236,8.281776661,8.344736661,13.7364864,13.92558887,14.032687
Labuhan Batu,66.88,67.88,68.64,69.45,70.06,70.23,70.5,71,71.39,71.94,72.01,72.09,72.92,73.69,181.9847037,179.4065666,181.6773589,183.5935514,184.2886576,185.9146042,187.612772,189.2660898,190.8682513,192.0669844,193.5805254,177.7937444,180.3211337,181.969309
Lahat,62.31,62.93,63.66,64.15,64.52,65.25,65.75,66.38,66.99,67.62,67.44,67.58,68.4,69.1,86.4520168,82.39262395,80.69432114,81.52786953,82.95904739,84.00201147,84.76760291,85.51341471,86.34049869,93.6587848,94.39758803,104.0483599,104.3936849,105.1734198
Lamandau,65.32,65.99,66.49,67.23,67.53,68.3,68.54,69.17,69.7,70.51,70.51,70.58,71.11,71.81,1.520257677,1.599844393,1.614457937,1.649052318,1.692738821,1.711420782,1.723270673,1.763546493,1.758103207,1.897809573,1.912065085,13.70376631,14.00373466,14.09898547
Lamongan,65.4,66.21,67.51,68.9,69.42,69.84,70.34,71.11,71.97,72.57,72.58,73.12,74.02,74.53,772.7677256,730.5372635,739.4717727,746.9430794,754.195411,761.7212179,769.9709908,776.7191361,789.4596589,745.2994106,749.8129007,786.2448457,784.4708035,790.6321184
Landak,60.36,61.67,62.38,62.72,63.59,64.12,64.58,64.93,65.45,65.96,65.98,66.21,67.17,68.14,43.98670078,41.96880229,42.9500152,43.38876527,43.98735504,44.35180849,44.61688999,45.00782801,45.44735635,47.02100507,47.37605699,49.05577044,49.30770681,49.68303518
Langkat,64.57,65.77,66.18,67.17,68,68.53,69.13,69.82,70.27,70.76,71,71.35,71.86,72.21,131.0988378,128.1959003,129.7937521,131.7811946,134.7063537,135.9482022,137.159686,138.3601439,139.2763769,140.2111149,140.9059465,165.9862188,168.2352047,169.503739
Langsa City,71.79,72.15,72.75,73.4,73.81,74.74,75.41,75.89,76.34,77.16,77.17,77.44,77.82,78.36,,,,,,,,,,,,,,
Lanny Jaya,41.49,41.9,42.53,43.05,43.28,44.18,45.16,46.49,47.34,48,47.86,48.68,49.62,50.56,26.38286312,38.68678157,39.06512216,39.42420701,39.80708919,38.65772169,39.04275929,39.38527735,39.71685006,42.50791766,42.84296167,54.3622136,54.52102347,54.88053707
Lebak,58.83,59.82,60.22,61.13,61.64,62.03,62.78,62.95,63.37,63.88,63.91,64.03,64.71,65.21,308.7494044,356.9629578,358.5746515,362.2050614,369.9961501,373.9553946,376.7879976,380.0869596,382.3106357,406.9995867,409.8861853,419.232883,423.6475636,426.7573183
Lebong,61.87,62.43,62.84,63.15,63.9,64.72,65.58,65.87,66.28,66.84,67.01,67.46,68.12,68.71,141.8035531,136.9052732,139.2303089,140.6127388,141.976216,143.293222,144.5365364,145.8041143,146.9465894,148.7808919,149.9542061,65.30728186,65.25071242,65.69280359
Lembata,57.78,58.76,59.51,60.56,61.45,62.16,62.81,63.09,63.96,64.91,64.74,64.75,65.47,66.12,79.77834997,82.74066129,83.75556494,84.6083307,84.12399004,77.22466517,78.02116053,78.24011147,72.99281581,75.12494818,69.34027598,74.86334782,78.83912083,79.51864582
Lhokseumawe City,71.55,72.35,73.55,74.13,74.44,75.11,75.78,76.34,76.62,77.3,77.31,77.57,78.04,78.92,,,,,,,,,,,,,,
Lima Puluh Kota,64.64,65.2,65.87,66.3,66.78,67.65,68.37,68.69,69.17,69.67,69.47,69.68,70.28,70.7,190.8758033,191.3109724,192.5249864,194.2148209,196.272628,198.0446119,201.9155972,203.2742744,204.8874005,201.5221642,203.1075107,142.0221972,127.7397106,128.3517647
Lingga,57.36,58.51,59.38,60.13,60.75,61.28,62.44,63.45,64.06,64.98,65.29,65.83,66.57,67.44,23.88885555,25.6415316,26.30163933,26.6054489,27.935303,29.05038522,29.29003359,29.55939908,29.81423908,34.74845559,34.95191014,42.12132713,30.66383898,30.90997648
Lombok Barat,60.61,61.64,62.24,62.91,63.52,64.62,65.55,66.37,67.18,68.03,68.2,68.61,69.41,70.15,340.0348229,337.9301988,343.7297321,347.2173319,351.9975795,357.6305432,365.0740878,368.3859291,397.6575679,401.5989658,399.0829311,735.8172306,749.3921073,755.837865
Lombok Tengah,58.97,59.77,60.57,61.25,61.88,62.74,63.22,64.36,65.36,66.36,66.43,66.72,67.57,68.4,706.5229604,695.9249928,704.6389207,711.7596639,718.3435484,726.0433209,734.6100079,740.9523334,740.0601861,745.2853162,749.5613028,897.0750273,903.5292823,909.8600509
Lombok Timur,58.86,59.84,60.73,61.43,62.07,62.83,63.7,64.37,65.35,66.23,66.3,66.66,67.59,68.41,740.0131444,728.811587,737.22928,744.6859353,751.4775163,754.1485737,761.3946748,768.0293129,782.7715688,788.866958,791.5942005,804.3094236,808.7547456,815.0201964
Lombok Utara,56.13,57.13,58.19,59.2,60.17,61.15,62.24,63.04,63.83,64.49,64.42,64.77,65.7,66.62,171.537713,159.6116307,156.8706621,158.3660643,174.624963,280.2352537,282.5627013,284.6238613,283.4766649,285.9459882,277.1437384,269.8509025,267.1647461,269.9990297
Lubuklinggau City,70.72,71.62,72.04,72.55,72.84,73.17,73.57,73.67,74.09,74.81,74.78,74.89,75.53,76.19,,,,,,,,,,,,,,
Lumajang,59.62,60.72,61.31,61.87,62.33,63.02,63.74,64.23,64.83,65.33,65.46,66.07,66.95,67.87,590.29123,557.1273574,561.9917714,567.6707901,573.4962869,578.9841714,584.3516906,589.4716847,592.6328232,560.7647347,564.9794679,611.7033998,618.1242036,622.8405005
Luwu,63.95,64.71,65.43,66.39,67.34,68.11,68.71,69.02,69.6,70.39,70.51,70.85,71.36,72.16,97.92848381,96.50001106,97.59782072,98.61206092,101.4178308,108.843758,109.8643524,110.4261961,111.4040865,109.4218681,110.2814025,127.5379854,127.7968418,128.7340596
Luwu Timur,68.47,68.94,69.34,69.53,69.75,70.43,70.95,71.46,72.16,72.8,73.22,73.34,73.92,74.35,51.40878278,50.87126044,51.50171672,52.00802757,50.90465049,49.70013034,50.11413721,50.56294858,51.02840103,50.11646801,50.46780575,44.77448883,45.09621154,45.44557895
Luwu Utara,64.77,65.57,65.99,66.4,66.9,67.44,67.81,68.35,68.79,69.46,69.57,70.02,70.51,71.34,20.92981492,20.28098974,20.52579713,20.7452667,21.84673855,21.78623318,21.99009433,22.16227727,22.29701314,21.89444364,22.13645738,43.17252912,43.50453126,43.84374639
Madiun,64.87,65.98,67.32,68.07,68.6,69.39,69.67,70.27,71.01,71.69,71.73,71.88,72.39,72.97,688.9110952,651.2496655,659.2856944,665.9616731,672.4735727,678.7750418,691.4339721,697.4897479,702.8051219,664.4728378,669.6462261,674.9177023,678.3580711,683.5193411
Madiun City,75.98,76.48,77.21,78.41,78.81,79.48,80.01,80.13,80.33,80.88,80.91,81.25,82.01,82.71,,,,,,,,,,,,,,
